URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://va.gov/fhir/ValueSet/CommunicationQualifier,1.5.30,active,,CommunicationQualifier,CommunicationQualifier FHIR,"FHIR Target ValueSet for Terminology Maps [VF_CommunicationQualifier](ConceptMap-VF-CommunicationQualifier.html)","ConceptMap/VF-CommunicationQualifier","Other"
http://va.gov/fhir/ValueSet/CommunicationQualifier-vista,1.5.30,active,,CommunicationQualifier_VistA,CommunicationQualifier VistA,"VistA Source ValueSet for Terminology Maps [VF_CommunicationQualifier](ConceptMap-VF-CommunicationQualifier.html)","ConceptMap/VF-CommunicationQualifier","Other"
http://va.gov/fhir/ValueSet/CoverageRelationship,1.5.30,active,,CoverageRelationship,CoverageRelationship FHIR,"FHIR Target ValueSet for Terminology Maps [VF_CoverageRelationship](ConceptMap-VF-CoverageRelationship.html)","ConceptMap/VF-CoverageRelationship","THO"
http://va.gov/fhir/ValueSet/CoverageRelationship-vista,1.5.30,active,,CoverageRelationship_VistA,CoverageRelationship VistA,"VistA Source ValueSet for Terminology Maps [VF_CoverageRelationship](ConceptMap-VF-CoverageRelationship.html)","ConceptMap/VF-CoverageRelationship","Other"
http://va.gov/fhir/ValueSet/CoverageStatusForce,1.5.30,active,,CoverageStatusForce,CoverageStatusForce FHIR,"FHIR Target ValueSet for Terminology Maps [VF_CoverageStatusForce](ConceptMap-VF-CoverageStatusForce.html)","ConceptMap/VF-CoverageStatusForce","FHIR"
http://va.gov/fhir/ValueSet/CoverageStatusForce-vista,1.5.30,active,,CoverageStatusForce_VistA,CoverageStatusForce VistA,"VistA Source ValueSet for Terminology Maps [VF_CoverageStatusForce](ConceptMap-VF-CoverageStatusForce.html)","ConceptMap/VF-CoverageStatusForce","Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningDec,1.5.30,active,,DPPLungCancerScreeningDec,DPPLungCancerScreeningDec FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DPPLungCancerScreeningDec](ConceptMap-VF-DPPLungCancerScreeningDec.html)","StructureDefinition/DecisionPrecisionPlusObservationsmoking,ConceptMap/VF-DPPLungCancerScreeningDec","SCT"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningDec-vista,1.5.30,active,,DPPLungCancerScreeningDec_VistA,DPPLungCancerScreeningDec VistA,"VistA Source ValueSet for Terminology Maps [VF_DPPLungCancerScreeningDec](ConceptMap-VF-DPPLungCancerScreeningDec.html)","ConceptMap/VF-DPPLungCancerScreeningDec","Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningFind,1.5.30,active,,DPPLungCancerScreeningFind,DPPLungCancerScreeningFind FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DPPLungCancerScreeningFind](ConceptMap-VF-DPPLungCancerScreeningFind.html)","StructureDefinition/DecisionPrecisionPlusObservationsmoking,ConceptMap/VF-DPPLungCancerScreeningFind","SCT,Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningFind-vista,1.5.30,active,,DPPLungCancerScreeningFind_VistA,DPPLungCancerScreeningFind VistA,"VistA Source ValueSet for Terminology Maps [VF_DPPLungCancerScreeningFind](ConceptMap-VF-DPPLungCancerScreeningFind.html)","ConceptMap/VF-DPPLungCancerScreeningFind","Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningOED,1.5.30,active,,DPPLungCancerScreeningOED,DPPLungCancerScreeningOED FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DPPLungCancerScreeningOED](ConceptMap-VF-DPPLungCancerScreeningOED.html)","ConceptMap/VF-DPPLungCancerScreeningOED,StructureDefinition/DecisionPrecisionPlusObservationsocial","SCT"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningOED-vista,1.5.30,active,,DPPLungCancerScreeningOED_VistA,DPPLungCancerScreeningOED VistA,"VistA Source ValueSet for Terminology Maps [VF_DPPLungCancerScreeningOED](ConceptMap-VF-DPPLungCancerScreeningOED.html)","ConceptMap/VF-DPPLungCancerScreeningOED","Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningOEQ,1.5.30,active,,DPPLungCancerScreeningOEQ,DPPLungCancerScreeningOEQ FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DPPLungCancerScreeningOEQ](ConceptMap-VF-DPPLungCancerScreeningOEQ.html)","ConceptMap/VF-DPPLungCancerScreeningOEQ","SCT"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningOEQ-vista,1.5.30,active,,DPPLungCancerScreeningOEQ_VistA,DPPLungCancerScreeningOEQ VistA,"VistA Source ValueSet for Terminology Maps [VF_DPPLungCancerScreeningOEQ](ConceptMap-VF-DPPLungCancerScreeningOEQ.html)","ConceptMap/VF-DPPLungCancerScreeningOEQ","Other"
http://va.gov/fhir/ValueSet/DentalDeviceStatus,1.5.30,active,,DentalDeviceStatus,DentalDeviceStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DentalDeviceStatus](ConceptMap-VF-DentalDeviceStatus.html)","StructureDefinition/ImplantableDeviceDental,ConceptMap/VF-DentalDeviceStatus","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/DentalDeviceStatus-vista,1.5.30,active,,DentalDeviceStatus_VistA,DentalDeviceStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_DentalDeviceStatus](ConceptMap-VF-DentalDeviceStatus.html)","ConceptMap/VF-DentalDeviceStatus","Other"
http://va.gov/fhir/ValueSet/DiagnosticReportLabStatus,1.5.30,active,,DiagnosticReportLabStatus,DiagnosticReportLabStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DiagnosticReportLabStatus](ConceptMap-VF-DiagnosticReportLabStatus.html)","StructureDefinition/DiagnosticReportNoteElectronMicroscopyDiagnosticReport,StructureDefinition/DiagnosticReportNoteSurgicalPathologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyMycologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyParasitologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyVirologyDiagnosticReport,StructureDefinition/DiagnosticReportNoteCytopathologyDiagnosticReport,ConceptMap/VF-DiagnosticReportLabStatus,StructureDefinition/LabObservationMicrobiologyBacteriologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyMycobacteriologyDiagnosticReport","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/DiagnosticReportLabStatus-vista,1.5.30,active,,DiagnosticReportLabStatus_VistA,DiagnosticReportLabStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_DiagnosticReportLabStatus](ConceptMap-VF-DiagnosticReportLabStatus.html)","ConceptMap/VF-DiagnosticReportLabStatus","Other"
http://va.gov/fhir/ValueSet/DoseUnits,1.5.30,active,,DoseUnits,DoseUnits FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DoseUnits](ConceptMap-VF-DoseUnits.html)","StructureDefinition/MedicationDispenseRefill,StructureDefinition/MedicationDispensePartial,ConceptMap/VF-DoseUnits,StructureDefinition/MedicationDispenseOriginal","UCUM"
http://va.gov/fhir/ValueSet/DoseUnits-vista,1.5.30,active,,DoseUnits_VistA,DoseUnits VistA,"VistA Source ValueSet for Terminology Maps [VF_DoseUnits](ConceptMap-VF-DoseUnits.html)","ConceptMap/VF-DoseUnits","Other"
http://va.gov/fhir/ValueSet/ExamResultInterpretation,1.5.30,active,,ExamResultInterpretation,ExamResultInterpretation FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ExamResultInterpretation](ConceptMap-VF-ExamResultInterpretation.html)","ConceptMap/VF-ExamResultInterpretation","THO (V3)"
http://va.gov/fhir/ValueSet/ExamResultInterpretation-vista,1.5.30,active,,ExamResultInterpretation_VistA,ExamResultInterpretation VistA,"VistA Source ValueSet for Terminology Maps [VF_ExamResultInterpretation](ConceptMap-VF-ExamResultInterpretation.html)","ConceptMap/VF-ExamResultInterpretation","Other"
http://va.gov/fhir/ValueSet/ExamStatus,1.5.30,active,,ExamStatus,ExamStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ExamStatus](ConceptMap-VF-ExamStatus.html)","ConceptMap/VF-ExamStatus","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/ExamStatus-vista,1.5.30,active,,ExamStatus_VistA,ExamStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_ExamStatus](ConceptMap-VF-ExamStatus.html)","ConceptMap/VF-ExamStatus","Other"
http://va.gov/fhir/ValueSet/ICDCodingSystems,1.5.30,active,,ICDCodingSystems,ICDCodingSystems FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ICDCodingSystems](ConceptMap-VF-ICDCodingSystems.html)","ConceptMap/VF-ICDCodingSystems","Other"
http://va.gov/fhir/ValueSet/ICDCodingSystems-vista,1.5.30,active,,ICDCodingSystems_VistA,ICDCodingSystems VistA,"VistA Source ValueSet for Terminology Maps [VF_ICDCodingSystems](ConceptMap-VF-ICDCodingSystems.html)","ConceptMap/VF-ICDCodingSystems","Other"
http://va.gov/fhir/ValueSet/ICDVersion,1.5.30,active,,ICDVersion,ICDVersion FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ICDVersion](ConceptMap-VF-ICDVersion.html)","ConceptMap/VF-ICDVersion","Other"
http://va.gov/fhir/ValueSet/ICDVersion-vista,1.5.30,active,,ICDVersion_VistA,ICDVersion VistA,"VistA Source ValueSet for Terminology Maps [VF_ICDVersion](ConceptMap-VF-ICDVersion.html)","ConceptMap/VF-ICDVersion","Other"
http://va.gov/fhir/ValueSet/ImageInterpretation,1.5.30,active,,ImageInterpretation,ImageInterpretation FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ImageInterpretation](ConceptMap-VF-ImageInterpretation.html)","StructureDefinition/ObservationImagingResultEKG,ConceptMap/VF-ImageInterpretation,StructureDefinition/ObservationImagingResultEcho","THO (V3)"
http://va.gov/fhir/ValueSet/ImageInterpretation-vista,1.5.30,active,,ImageInterpretation_VistA,ImageInterpretation VistA,"VistA Source ValueSet for Terminology Maps [VF_ImageInterpretation](ConceptMap-VF-ImageInterpretation.html)","ConceptMap/VF-ImageInterpretation","Other"
http://va.gov/fhir/ValueSet/ImageStatus,1.5.30,active,,ImageStatus,ImageStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ImageStatus](ConceptMap-VF-ImageStatus.html)","StructureDefinition/ObservationImagingResultEKG,ConceptMap/VF-ImageStatus,StructureDefinition/ObservationImagingResultEcho","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/ImageStatus-vista,1.5.30,active,,ImageStatus_VistA,ImageStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_ImageStatus](ConceptMap-VF-ImageStatus.html)","ConceptMap/VF-ImageStatus","Other"
http://va.gov/fhir/ValueSet/ImageStatusRadNuc,1.5.30,active,,ImageStatusRadNuc,ImageStatusRadNuc FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ImageStatusRadNuc](ConceptMap-VF-ImageStatusRadNuc.html)","ConceptMap/VF-ImageStatusRadNuc,StructureDefinition/ObservationImagingResultRadNuc","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/ImageStatusRadNuc-vista,1.5.30,active,,ImageStatusRadNuc_VistA,ImageStatusRadNuc VistA,"VistA Source ValueSet for Terminology Maps [VF_ImageStatusRadNuc](ConceptMap-VF-ImageStatusRadNuc.html)","ConceptMap/VF-ImageStatusRadNuc","Other"
http://va.gov/fhir/ValueSet/ImmunizationReaction,1.5.30,active,,ImmunizationReaction,ImmunizationReaction FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ImmunizationReaction](ConceptMap-VF-ImmunizationReaction.html)","StructureDefinition/ImmunizationObservation,ConceptMap/VF-ImmunizationReaction","SCT,LOINC"
http://va.gov/fhir/ValueSet/ImmunizationReaction-vista,1.5.30,active,,ImmunizationReaction_VistA,ImmunizationReaction VistA,"VistA Source ValueSet for Terminology Maps [VF_ImmunizationReaction](ConceptMap-VF-ImmunizationReaction.html)","ConceptMap/VF-ImmunizationReaction","Other"
http://va.gov/fhir/ValueSet/LabInterpretation,1.5.30,active,,LabInterpretation,LabInterpretation FHIR,"FHIR Target ValueSet for Terminology Maps [VF_LabInterpretation](ConceptMap-VF-LabInterpretation.html)","ConceptMap/VF-LabInterpretation,StructureDefinition/LabObservationChemhemtoxriaserObservation","THO (V3)"
http://va.gov/fhir/ValueSet/LabInterpretation-vista,1.5.30,active,,LabInterpretation_VistA,LabInterpretation VistA,"VistA Source ValueSet for Terminology Maps [VF_LabInterpretation](ConceptMap-VF-LabInterpretation.html)","ConceptMap/VF-LabInterpretation","Other"
http://va.gov/fhir/ValueSet/LabObservationStatus,1.5.30,active,,LabObservationStatus,LabObservationStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_LabObservationStatus](ConceptMap-VF-LabObservationStatus.html)","StructureDefinition/LabObservationMicrobiologyParasitologyObservation,StructureDefinition/LabObservationMicrobiologyMycologyObservation,StructureDefinition/LabObservationMicrobiologyMycobacteriologyObservation,StructureDefinition/LabObservationMicrobiologyVirologyObservation,StructureDefinition/LabObservationChemhemtoxriaserObservation,ConceptMap/VF-LabObservationStatus,StructureDefinition/LabObservationMicrobiologyBacteriologyObservation","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/LabObservationStatus-vista,1.5.30,active,,LabObservationStatus_VistA,LabObservationStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_LabObservationStatus](ConceptMap-VF-LabObservationStatus.html)","ConceptMap/VF-LabObservationStatus","THO (V2)"
http://va.gov/fhir/ValueSet/LocationStatus,1.5.30,active,,LocationStatus,LocationStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_LocationStatus](ConceptMap-VF-LocationStatus.html)","ConceptMap/VF-LocationStatus,StructureDefinition/Location","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/LocationStatus-vista,1.5.30,active,,LocationStatus_VistA,LocationStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_LocationStatus](ConceptMap-VF-LocationStatus.html)","ConceptMap/VF-LocationStatus","Other"
http://va.gov/fhir/ValueSet/MaritalStatus,1.5.30,active,,MaritalStatus,MaritalStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_MaritalStatus](ConceptMap-VF-MaritalStatus.html)","StructureDefinition/Patient,ConceptMap/VF-MaritalStatus","THO (V3)"
http://va.gov/fhir/ValueSet/MaritalStatus-vista,1.5.30,active,,MaritalStatus_VistA,MaritalStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_MaritalStatus](ConceptMap-VF-MaritalStatus.html)","ConceptMap/VF-MaritalStatus","Other"
http://va.gov/fhir/ValueSet/MicrobiologyUrineScreenResult,1.5.30,active,,MicrobiologyUrineScreenResult,MicrobiologyUrineScreenResult FHIR,"FHIR Target ValueSet for Terminology Maps [VF_MicrobiologyUrineScreenResult](ConceptMap-VF-MicrobiologyUrineScreenResult.html)","StructureDefinition/LabObservationMicrobiologyBacteriologyObservationurine,ConceptMap/VF-MicrobiologyUrineScreenResult","SCT"
http://va.gov/fhir/ValueSet/MicrobiologyUrineScreenResult-vista,1.5.30,active,,MicrobiologyUrineScreenResult_VistA,MicrobiologyUrineScreenResult VistA,"VistA Source ValueSet for Terminology Maps [VF_MicrobiologyUrineScreenResult](ConceptMap-VF-MicrobiologyUrineScreenResult.html)","ConceptMap/VF-MicrobiologyUrineScreenResult","Other"
http://va.gov/fhir/ValueSet/OperatingRoomStatus,1.5.30,active,,OperatingRoomStatus,OperatingRoomStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_OperatingRoomStatus](ConceptMap-VF-OperatingRoomStatus.html)","StructureDefinition/ProcedureSurgeryLocationOR,ConceptMap/VF-OperatingRoomStatus","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/OperatingRoomStatus-vista,1.5.30,active,,OperatingRoomStatus_VistA,OperatingRoomStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_OperatingRoomStatus](ConceptMap-VF-OperatingRoomStatus.html)","ConceptMap/VF-OperatingRoomStatus","Other"
http://va.gov/fhir/ValueSet/OrderPatientClass,1.5.30,active,,OrderPatientClass,OrderPatientClass FHIR,"FHIR Target ValueSet for Terminology Maps [VF_OrderPatientClass](ConceptMap-VF-OrderPatientClass.html)","ConceptMap/VF-OrderPatientClass","THO"
http://va.gov/fhir/ValueSet/OrderPatientClass-vista,1.5.30,active,,OrderPatientClass_VistA,OrderPatientClass VistA,"VistA Source ValueSet for Terminology Maps [VF_OrderPatientClass](ConceptMap-VF-OrderPatientClass.html)","ConceptMap/VF-OrderPatientClass","Other"
http://va.gov/fhir/ValueSet/OrganizationIdentifierType,1.5.30,active,,OrganizationIdentifierType,OrganizationIdentifierType FHIR,"FHIR Target ValueSet for Terminology Maps [VF_OrganizationIdentifierType](ConceptMap-VF-OrganizationIdentifierType.html)","ConceptMap/VF-OrganizationIdentifierType","Other"
http://va.gov/fhir/ValueSet/OrganizationIdentifierType-vista,1.5.30,active,,OrganizationIdentifierType_VistA,OrganizationIdentifierType VistA,"VistA Source ValueSet for Terminology Maps [VF_OrganizationIdentifierType](ConceptMap-VF-OrganizationIdentifierType.html)","ConceptMap/VF-OrganizationIdentifierType","Other"
http://va.gov/fhir/ValueSet/OutMedRequestStatus,1.5.30,active,,OutMedRequestStatus,OutMedRequestStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_OutMedRequestStatus](ConceptMap-VF-OutMedRequestStatus.html)","StructureDefinition/MedicationRequestOutpatient,ConceptMap/VF-OutMedRequestStatus","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/OutMedRequestStatus-vista,1.5.30,active,,OutMedRequestStatus_VistA,OutMedRequestStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_OutMedRequestStatus](ConceptMap-VF-OutMedRequestStatus.html)","ConceptMap/VF-OutMedRequestStatus","Other"
http://va.gov/fhir/ValueSet/PersonIdentifierType,1.5.30,active,,PersonIdentifierType,PersonIdentifierType FHIR,"FHIR Target ValueSet for Terminology Maps [VF_PersonIdentifierType](ConceptMap-VF-PersonIdentifierType.html)","ConceptMap/VF-PersonIdentifierType","THO (V2),FHIR"
http://va.gov/fhir/ValueSet/PersonIdentifierType-vista,1.5.30,active,,PersonIdentifierType_VistA,PersonIdentifierType VistA,"VistA Source ValueSet for Terminology Maps [VF_PersonIdentifierType](ConceptMap-VF-PersonIdentifierType.html)","ConceptMap/VF-PersonIdentifierType","Other"
http://va.gov/fhir/ValueSet/PharmacyPersonType,1.5.30,active,,PharmacyPersonType,PharmacyPersonType FHIR,"FHIR Target ValueSet for Terminology Maps [VF_PharmacyPersonType](ConceptMap-VF-PharmacyPersonType.html)","ConceptMap/VF-PharmacyPersonType","THO"
http://va.gov/fhir/ValueSet/PharmacyPersonType-vista,1.5.30,active,,PharmacyPersonType_VistA,PharmacyPersonType VistA,"VistA Source ValueSet for Terminology Maps [VF_PharmacyPersonType](ConceptMap-VF-PharmacyPersonType.html)","ConceptMap/VF-PharmacyPersonType","Other"
http://va.gov/fhir/ValueSet/PractitionerCountry,1.5.30,active,,PractitionerCountry,PractitionerCountry FHIR,"FHIR Target ValueSet for Terminology Maps [VF_PractitionerCountry](ConceptMap-VF-PractitionerCountry.html)","ConceptMap/VF-PractitionerCountry","FHIR"
http://va.gov/fhir/ValueSet/PractitionerCountry-vista,1.5.30,active,,PractitionerCountry_VistA,PractitionerCountry VistA,"VistA Source ValueSet for Terminology Maps [VF_PractitionerCountry](ConceptMap-VF-PractitionerCountry.html)","ConceptMap/VF-PractitionerCountry","Other"
http://va.gov/fhir/ValueSet/ProcedureCodeSystem,1.5.30,active,,ProcedureCodeSystem,ProcedureCodeSystem FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ProcedureCodeSystem](ConceptMap-VF-ProcedureCodeSystem.html)","ConceptMap/VF-ProcedureCodeSystem","Other"
http://va.gov/fhir/ValueSet/ProcedureCodeSystem-vista,1.5.30,active,,ProcedureCodeSystem_VistA,ProcedureCodeSystem VistA,"VistA Source ValueSet for Terminology Maps [VF_ProcedureCodeSystem](ConceptMap-VF-ProcedureCodeSystem.html)","ConceptMap/VF-ProcedureCodeSystem","Other"
http://va.gov/fhir/ValueSet/RadiologyProcedureStatus,1.5.30,active,,RadiologyProcedureStatus,RadiologyProcedureStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_RadiologyProcedureStatus](ConceptMap-VF-RadiologyProcedureStatus.html)","ConceptMap/VF-RadiologyProcedureStatus,StructureDefinition/ProcedureRadiology","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/RadiologyProcedureStatus-vista,1.5.30,active,,RadiologyProcedureStatus_VistA,RadiologyProcedureStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_RadiologyProcedureStatus](ConceptMap-VF-RadiologyProcedureStatus.html)","ConceptMap/VF-RadiologyProcedureStatus","Other"
http://va.gov/fhir/ValueSet/RefillRequestStatus,1.5.30,active,,RefillRequestStatus,RefillRequestStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_RefillRequestStatus](ConceptMap-VF-RefillRequestStatus.html)","ConceptMap/VF-RefillRequestStatus,StructureDefinition/MedRefillRequestMHVTask","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/RefillRequestStatus-vista,1.5.30,active,,RefillRequestStatus_VistA,RefillRequestStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_RefillRequestStatus](ConceptMap-VF-RefillRequestStatus.html)","ConceptMap/VF-RefillRequestStatus","Other"
http://va.gov/fhir/ValueSet/Religion,1.5.30,active,,Religion,Religion FHIR,"FHIR Target ValueSet for Terminology Maps [VF_Religion](ConceptMap-VF-Religion.html)","StructureDefinition/Patient,ConceptMap/VF-Religion","THO (V3)"
http://va.gov/fhir/ValueSet/Religion-vista,1.5.30,active,,Religion_VistA,Religion VistA,"VistA Source ValueSet for Terminology Maps [VF_Religion](ConceptMap-VF-Religion.html)","ConceptMap/VF-Religion","Other"
http://va.gov/fhir/ValueSet/SmokingStatus,1.5.30,active,,SmokingStatus,SmokingStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_SmokingStatus](ConceptMap-VF-SmokingStatus.html)","ConceptMap/VF-SmokingStatus,StructureDefinition/SmokingStatusObservation","SCT"
http://va.gov/fhir/ValueSet/SmokingStatus-vista,1.5.30,active,,SmokingStatus_VistA,SmokingStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_SmokingStatus](ConceptMap-VF-SmokingStatus.html)","ConceptMap/VF-SmokingStatus","Other"
http://va.gov/fhir/ValueSet/SourceOfAdmission,1.5.30,active,,SourceOfAdmission,SourceOfAdmission FHIR,"FHIR Target ValueSet for Terminology Maps [VF_SourceOfAdmission](ConceptMap-VF-SourceOfAdmission.html)","StructureDefinition/EncounterInpatientEncounter,ConceptMap/VF-SourceOfAdmission","THO"
http://va.gov/fhir/ValueSet/SourceOfAdmission-vista,1.5.30,active,,SourceOfAdmission_VistA,SourceOfAdmission VistA,"VistA Source ValueSet for Terminology Maps [VF_SourceOfAdmission](ConceptMap-VF-SourceOfAdmission.html)","ConceptMap/VF-SourceOfAdmission","Other"
http://va.gov/fhir/ValueSet/VSResourceServiceConnection,1.5.30,active,,VSResourceServiceConnection,VSResourceServiceConnection,"FHIR ValueSet for Extension ResourceServiceConnection","StructureDefinition/resource-serviceConnection","Other"
http://va.gov/fhir/ValueSet/VistaNCPDPCoverageRelationship,1.5.30,active,,VistaNCPDPCoverageRelationship,VistaNCPDPCoverageRelationship FHIR,"FHIR Target ValueSet for Terminology Maps [Vista_NCPDPCoverageRelationship](ConceptMap-Vista-NCPDPCoverageRelationship.html)","ConceptMap/Vista-NCPDPCoverageRelationship","Other"
http://va.gov/fhir/ValueSet/VistaNCPDPCoverageRelationship-vista,1.5.30,active,,VistaNCPDPCoverageRelationship_VistA,VistaNCPDPCoverageRelationship VistA,"VistA Source ValueSet for Terminology Maps [Vista_NCPDPCoverageRelationship](ConceptMap-Vista-NCPDPCoverageRelationship.html)","ConceptMap/Vista-NCPDPCoverageRelationship","Other"
http://va.gov/fhir/ValueSet/VitalsBodyPosition,1.5.30,active,,VitalsBodyPosition,VitalsBodyPosition FHIR,"FHIR Target ValueSet for Terminology Maps [VF_VitalsBodyPosition](ConceptMap-VF-VitalsBodyPosition.html)","ConceptMap/VF-VitalsBodyPosition,StructureDefinition/VitalSignsSpO2,StructureDefinition/VitalSignsBP,StructureDefinition/VitalSigns","SCT"
